2022-11-30 02:04:06 startup archives install
2022-11-30 02:05:00 status half-installed libblkid1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:00 status unpacked libblkid1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:00 startup packages configure
2022-11-30 02:05:00 configure libblkid1:amd64 2.37.2-4ubuntu3 <none>
2022-11-30 02:05:00 status unpacked libblkid1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:00 status half-configured libblkid1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:00 status installed libblkid1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:00 startup packages configure
2022-11-30 02:05:00 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:00 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:00 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:02 startup archives unpack
2022-11-30 02:05:02 upgrade libbz2-1.0:amd64 1.0.8-5build1 1.0.8-5build1
2022-11-30 02:05:02 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:02 status half-configured libbz2-1.0:amd64 1.0.8-5build1
2022-11-30 02:05:02 status unpacked libbz2-1.0:amd64 1.0.8-5build1
2022-11-30 02:05:02 status half-installed libbz2-1.0:amd64 1.0.8-5build1
2022-11-30 02:05:02 status unpacked libbz2-1.0:amd64 1.0.8-5build1
2022-11-30 02:05:02 startup packages configure
2022-11-30 02:05:02 configure libbz2-1.0:amd64 1.0.8-5build1 <none>
2022-11-30 02:05:02 status unpacked libbz2-1.0:amd64 1.0.8-5build1
2022-11-30 02:05:02 status half-configured libbz2-1.0:amd64 1.0.8-5build1
2022-11-30 02:05:02 status installed libbz2-1.0:amd64 1.0.8-5build1
2022-11-30 02:05:02 startup packages configure
2022-11-30 02:05:02 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:02 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:02 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:03 startup archives unpack
2022-11-30 02:05:03 upgrade libc-bin:amd64 2.35-0ubuntu3 2.35-0ubuntu3
2022-11-30 02:05:03 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:03 status unpacked libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:03 status half-installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:03 status unpacked libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:03 startup packages configure
2022-11-30 02:05:03 configure libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:03 status unpacked libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:03 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:03 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:04 startup packages configure
2022-11-30 02:05:05 startup archives unpack
2022-11-30 02:05:05 upgrade libc6:amd64 2.35-0ubuntu3 2.35-0ubuntu3
2022-11-30 02:05:05 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:05 status half-configured libc6:amd64 2.35-0ubuntu3
2022-11-30 02:05:05 status unpacked libc6:amd64 2.35-0ubuntu3
2022-11-30 02:05:05 status half-installed libc6:amd64 2.35-0ubuntu3
2022-11-30 02:05:05 status unpacked libc6:amd64 2.35-0ubuntu3
2022-11-30 02:05:05 startup packages configure
2022-11-30 02:05:05 configure libc6:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:05 status unpacked libc6:amd64 2.35-0ubuntu3
2022-11-30 02:05:05 status half-configured libc6:amd64 2.35-0ubuntu3
2022-11-30 02:05:06 status installed libc6:amd64 2.35-0ubuntu3
2022-11-30 02:05:07 startup packages configure
2022-11-30 02:05:07 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:07 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:07 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:08 startup archives unpack
2022-11-30 02:05:08 upgrade libcap-ng0:amd64 0.7.9-2.2build3 0.7.9-2.2build3
2022-11-30 02:05:08 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:08 status half-configured libcap-ng0:amd64 0.7.9-2.2build3
2022-11-30 02:05:08 status unpacked libcap-ng0:amd64 0.7.9-2.2build3
2022-11-30 02:05:08 status half-installed libcap-ng0:amd64 0.7.9-2.2build3
2022-11-30 02:05:08 status unpacked libcap-ng0:amd64 0.7.9-2.2build3
2022-11-30 02:05:08 startup packages configure
2022-11-30 02:05:08 configure libcap-ng0:amd64 0.7.9-2.2build3 <none>
2022-11-30 02:05:08 status unpacked libcap-ng0:amd64 0.7.9-2.2build3
2022-11-30 02:05:08 status half-configured libcap-ng0:amd64 0.7.9-2.2build3
2022-11-30 02:05:08 status installed libcap-ng0:amd64 0.7.9-2.2build3
2022-11-30 02:05:08 startup packages configure
2022-11-30 02:05:08 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:08 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:08 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:10 startup archives unpack
2022-11-30 02:05:10 upgrade libcap2:amd64 1:2.44-1build3 1:2.44-1build3
2022-11-30 02:05:10 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:10 status half-configured libcap2:amd64 1:2.44-1build3
2022-11-30 02:05:10 status unpacked libcap2:amd64 1:2.44-1build3
2022-11-30 02:05:10 status half-installed libcap2:amd64 1:2.44-1build3
2022-11-30 02:05:10 status unpacked libcap2:amd64 1:2.44-1build3
2022-11-30 02:05:10 startup packages configure
2022-11-30 02:05:10 configure libcap2:amd64 1:2.44-1build3 <none>
2022-11-30 02:05:10 status unpacked libcap2:amd64 1:2.44-1build3
2022-11-30 02:05:10 status half-configured libcap2:amd64 1:2.44-1build3
2022-11-30 02:05:10 status installed libcap2:amd64 1:2.44-1build3
2022-11-30 02:05:10 startup packages configure
2022-11-30 02:05:10 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:10 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:10 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:11 startup archives unpack
2022-11-30 02:05:12 upgrade libcom-err2:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1
2022-11-30 02:05:12 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:12 status half-configured libcom-err2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:12 status unpacked libcom-err2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:12 status half-installed libcom-err2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:12 status unpacked libcom-err2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:12 startup packages configure
2022-11-30 02:05:12 configure libcom-err2:amd64 1.46.5-2ubuntu1 <none>
2022-11-30 02:05:12 status unpacked libcom-err2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:12 status half-configured libcom-err2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:12 status installed libcom-err2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:12 startup packages configure
2022-11-30 02:05:12 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:12 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:12 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:13 startup archives unpack
2022-11-30 02:05:13 upgrade libcrypt1:amd64 1:4.4.27-1 1:4.4.27-1
2022-11-30 02:05:13 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:13 status half-configured libcrypt1:amd64 1:4.4.27-1
2022-11-30 02:05:13 status unpacked libcrypt1:amd64 1:4.4.27-1
2022-11-30 02:05:13 status half-installed libcrypt1:amd64 1:4.4.27-1
2022-11-30 02:05:13 status unpacked libcrypt1:amd64 1:4.4.27-1
2022-11-30 02:05:13 startup packages configure
2022-11-30 02:05:13 configure libcrypt1:amd64 1:4.4.27-1 <none>
2022-11-30 02:05:13 status unpacked libcrypt1:amd64 1:4.4.27-1
2022-11-30 02:05:13 status half-configured libcrypt1:amd64 1:4.4.27-1
2022-11-30 02:05:13 status installed libcrypt1:amd64 1:4.4.27-1
2022-11-30 02:05:13 startup packages configure
2022-11-30 02:05:13 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:13 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:13 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:15 startup archives unpack
2022-11-30 02:05:15 upgrade libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3 5.3.28+dfsg1-0.8ubuntu3
2022-11-30 02:05:15 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:15 status half-configured libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2022-11-30 02:05:15 status unpacked libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2022-11-30 02:05:15 status half-installed libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2022-11-30 02:05:15 status unpacked libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2022-11-30 02:05:15 startup packages configure
2022-11-30 02:05:15 configure libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3 <none>
2022-11-30 02:05:15 status unpacked libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2022-11-30 02:05:15 status half-configured libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2022-11-30 02:05:15 status installed libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2022-11-30 02:05:15 startup packages configure
2022-11-30 02:05:15 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:15 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:15 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:17 startup archives unpack
2022-11-30 02:05:17 upgrade libdebconfclient0:amd64 0.261ubuntu1 0.261ubuntu1
2022-11-30 02:05:17 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:17 status half-configured libdebconfclient0:amd64 0.261ubuntu1
2022-11-30 02:05:17 status unpacked libdebconfclient0:amd64 0.261ubuntu1
2022-11-30 02:05:17 status half-installed libdebconfclient0:amd64 0.261ubuntu1
2022-11-30 02:05:17 status unpacked libdebconfclient0:amd64 0.261ubuntu1
2022-11-30 02:05:17 startup packages configure
2022-11-30 02:05:17 configure libdebconfclient0:amd64 0.261ubuntu1 <none>
2022-11-30 02:05:17 status unpacked libdebconfclient0:amd64 0.261ubuntu1
2022-11-30 02:05:17 status half-configured libdebconfclient0:amd64 0.261ubuntu1
2022-11-30 02:05:17 status installed libdebconfclient0:amd64 0.261ubuntu1
2022-11-30 02:05:17 startup packages configure
2022-11-30 02:05:17 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:17 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:17 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:18 startup archives unpack
2022-11-30 02:05:18 upgrade libext2fs2:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1
2022-11-30 02:05:18 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:18 status half-configured libext2fs2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:18 status unpacked libext2fs2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:18 status half-installed libext2fs2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:18 status unpacked libext2fs2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:18 startup packages configure
2022-11-30 02:05:18 configure libext2fs2:amd64 1.46.5-2ubuntu1 <none>
2022-11-30 02:05:18 status unpacked libext2fs2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:18 status half-configured libext2fs2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:18 status installed libext2fs2:amd64 1.46.5-2ubuntu1
2022-11-30 02:05:18 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:18 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:18 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:20 startup archives unpack
2022-11-30 02:05:20 upgrade libffi8:amd64 3.4.2-4 3.4.2-4
2022-11-30 02:05:20 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:20 status half-configured libffi8:amd64 3.4.2-4
2022-11-30 02:05:20 status unpacked libffi8:amd64 3.4.2-4
2022-11-30 02:05:20 status half-installed libffi8:amd64 3.4.2-4
2022-11-30 02:05:20 status unpacked libffi8:amd64 3.4.2-4
2022-11-30 02:05:20 startup packages configure
2022-11-30 02:05:20 configure libffi8:amd64 3.4.2-4 <none>
2022-11-30 02:05:20 status unpacked libffi8:amd64 3.4.2-4
2022-11-30 02:05:20 status half-configured libffi8:amd64 3.4.2-4
2022-11-30 02:05:20 status installed libffi8:amd64 3.4.2-4
2022-11-30 02:05:20 startup packages configure
2022-11-30 02:05:20 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:20 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:20 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:21 startup archives unpack
2022-11-30 02:05:21 upgrade libgcc-s1:amd64 12-20220319-1ubuntu1 12-20220319-1ubuntu1
2022-11-30 02:05:21 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:21 status half-configured libgcc-s1:amd64 12-20220319-1ubuntu1
2022-11-30 02:05:21 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2022-11-30 02:05:21 status half-installed libgcc-s1:amd64 12-20220319-1ubuntu1
2022-11-30 02:05:21 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2022-11-30 02:05:22 startup packages configure
2022-11-30 02:05:22 configure libgcc-s1:amd64 12-20220319-1ubuntu1 <none>
2022-11-30 02:05:22 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2022-11-30 02:05:22 status half-configured libgcc-s1:amd64 12-20220319-1ubuntu1
2022-11-30 02:05:22 status installed libgcc-s1:amd64 12-20220319-1ubuntu1
2022-11-30 02:05:22 startup packages configure
2022-11-30 02:05:22 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:22 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:22 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:23 startup archives unpack
2022-11-30 02:05:23 upgrade libgcrypt20:amd64 1.9.4-3ubuntu3 1.9.4-3ubuntu3
2022-11-30 02:05:23 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:23 status half-configured libgcrypt20:amd64 1.9.4-3ubuntu3
2022-11-30 02:05:23 status unpacked libgcrypt20:amd64 1.9.4-3ubuntu3
2022-11-30 02:05:23 status half-installed libgcrypt20:amd64 1.9.4-3ubuntu3
2022-11-30 02:05:23 status unpacked libgcrypt20:amd64 1.9.4-3ubuntu3
2022-11-30 02:05:23 startup packages configure
2022-11-30 02:05:23 configure libgcrypt20:amd64 1.9.4-3ubuntu3 <none>
2022-11-30 02:05:23 status unpacked libgcrypt20:amd64 1.9.4-3ubuntu3
2022-11-30 02:05:23 status half-configured libgcrypt20:amd64 1.9.4-3ubuntu3
2022-11-30 02:05:23 status installed libgcrypt20:amd64 1.9.4-3ubuntu3
2022-11-30 02:05:23 startup packages configure
2022-11-30 02:05:23 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:23 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:23 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:25 startup archives unpack
2022-11-30 02:05:25 upgrade libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1 2:6.2.1+dfsg-3ubuntu1
2022-11-30 02:05:25 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:25 status half-configured libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2022-11-30 02:05:25 status unpacked libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2022-11-30 02:05:25 status half-installed libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2022-11-30 02:05:25 status unpacked libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2022-11-30 02:05:25 startup packages configure
2022-11-30 02:05:25 configure libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1 <none>
2022-11-30 02:05:25 status unpacked libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2022-11-30 02:05:25 status half-configured libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2022-11-30 02:05:25 status installed libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2022-11-30 02:05:25 startup packages configure
2022-11-30 02:05:25 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:25 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:25 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:27 startup archives unpack
2022-11-30 02:05:27 upgrade libgnutls30:amd64 3.7.3-4ubuntu1 3.7.3-4ubuntu1
2022-11-30 02:05:27 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:27 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1
2022-11-30 02:05:27 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1
2022-11-30 02:05:27 status half-installed libgnutls30:amd64 3.7.3-4ubuntu1
2022-11-30 02:05:27 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1
2022-11-30 02:05:27 startup packages configure
2022-11-30 02:05:27 configure libgnutls30:amd64 3.7.3-4ubuntu1 <none>
2022-11-30 02:05:27 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1
2022-11-30 02:05:27 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1
2022-11-30 02:05:27 status installed libgnutls30:amd64 3.7.3-4ubuntu1
2022-11-30 02:05:27 startup packages configure
2022-11-30 02:05:27 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:27 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:27 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:28 startup archives unpack
2022-11-30 02:05:28 upgrade libgpg-error0:amd64 1.43-3 1.43-3
2022-11-30 02:05:28 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:28 status half-configured libgpg-error0:amd64 1.43-3
2022-11-30 02:05:28 status unpacked libgpg-error0:amd64 1.43-3
2022-11-30 02:05:28 status half-installed libgpg-error0:amd64 1.43-3
2022-11-30 02:05:28 status unpacked libgpg-error0:amd64 1.43-3
2022-11-30 02:05:28 startup packages configure
2022-11-30 02:05:28 configure libgpg-error0:amd64 1.43-3 <none>
2022-11-30 02:05:28 status unpacked libgpg-error0:amd64 1.43-3
2022-11-30 02:05:28 status half-configured libgpg-error0:amd64 1.43-3
2022-11-30 02:05:28 status installed libgpg-error0:amd64 1.43-3
2022-11-30 02:05:29 startup packages configure
2022-11-30 02:05:29 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:29 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:29 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:30 startup archives unpack
2022-11-30 02:05:30 upgrade libgssapi-krb5-2:amd64 1.19.2-2 1.19.2-2
2022-11-30 02:05:30 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:30 status half-configured libgssapi-krb5-2:amd64 1.19.2-2
2022-11-30 02:05:30 status unpacked libgssapi-krb5-2:amd64 1.19.2-2
2022-11-30 02:05:30 status half-installed libgssapi-krb5-2:amd64 1.19.2-2
2022-11-30 02:05:30 status unpacked libgssapi-krb5-2:amd64 1.19.2-2
2022-11-30 02:05:30 startup packages configure
2022-11-30 02:05:30 configure libgssapi-krb5-2:amd64 1.19.2-2 <none>
2022-11-30 02:05:30 status unpacked libgssapi-krb5-2:amd64 1.19.2-2
2022-11-30 02:05:30 status half-configured libgssapi-krb5-2:amd64 1.19.2-2
2022-11-30 02:05:30 status installed libgssapi-krb5-2:amd64 1.19.2-2
2022-11-30 02:05:30 startup packages configure
2022-11-30 02:05:30 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:30 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:30 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:32 startup archives unpack
2022-11-30 02:05:32 upgrade libhogweed6:amd64 3.7.3-1build2 3.7.3-1build2
2022-11-30 02:05:32 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:32 status half-configured libhogweed6:amd64 3.7.3-1build2
2022-11-30 02:05:32 status unpacked libhogweed6:amd64 3.7.3-1build2
2022-11-30 02:05:32 status half-installed libhogweed6:amd64 3.7.3-1build2
2022-11-30 02:05:32 status unpacked libhogweed6:amd64 3.7.3-1build2
2022-11-30 02:05:32 startup packages configure
2022-11-30 02:05:32 configure libhogweed6:amd64 3.7.3-1build2 <none>
2022-11-30 02:05:32 status unpacked libhogweed6:amd64 3.7.3-1build2
2022-11-30 02:05:32 status half-configured libhogweed6:amd64 3.7.3-1build2
2022-11-30 02:05:32 status installed libhogweed6:amd64 3.7.3-1build2
2022-11-30 02:05:32 startup packages configure
2022-11-30 02:05:32 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:32 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:32 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:33 startup archives unpack
2022-11-30 02:05:33 upgrade libidn2-0:amd64 2.3.2-2build1 2.3.2-2build1
2022-11-30 02:05:33 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:33 status half-configured libidn2-0:amd64 2.3.2-2build1
2022-11-30 02:05:33 status unpacked libidn2-0:amd64 2.3.2-2build1
2022-11-30 02:05:33 status half-installed libidn2-0:amd64 2.3.2-2build1
2022-11-30 02:05:33 status unpacked libidn2-0:amd64 2.3.2-2build1
2022-11-30 02:05:34 startup packages configure
2022-11-30 02:05:34 configure libidn2-0:amd64 2.3.2-2build1 <none>
2022-11-30 02:05:34 status unpacked libidn2-0:amd64 2.3.2-2build1
2022-11-30 02:05:34 status half-configured libidn2-0:amd64 2.3.2-2build1
2022-11-30 02:05:34 status installed libidn2-0:amd64 2.3.2-2build1
2022-11-30 02:05:34 startup packages configure
2022-11-30 02:05:34 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:34 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:34 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:35 startup archives unpack
2022-11-30 02:05:35 upgrade libk5crypto3:amd64 1.19.2-2 1.19.2-2
2022-11-30 02:05:35 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:35 status half-configured libk5crypto3:amd64 1.19.2-2
2022-11-30 02:05:35 status unpacked libk5crypto3:amd64 1.19.2-2
2022-11-30 02:05:35 status half-installed libk5crypto3:amd64 1.19.2-2
2022-11-30 02:05:35 status unpacked libk5crypto3:amd64 1.19.2-2
2022-11-30 02:05:35 startup packages configure
2022-11-30 02:05:35 configure libk5crypto3:amd64 1.19.2-2 <none>
2022-11-30 02:05:35 status unpacked libk5crypto3:amd64 1.19.2-2
2022-11-30 02:05:35 status half-configured libk5crypto3:amd64 1.19.2-2
2022-11-30 02:05:35 status installed libk5crypto3:amd64 1.19.2-2
2022-11-30 02:05:35 startup packages configure
2022-11-30 02:05:35 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:35 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:35 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:37 startup archives unpack
2022-11-30 02:05:37 upgrade libkeyutils1:amd64 1.6.1-2ubuntu3 1.6.1-2ubuntu3
2022-11-30 02:05:37 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:37 status half-configured libkeyutils1:amd64 1.6.1-2ubuntu3
2022-11-30 02:05:37 status unpacked libkeyutils1:amd64 1.6.1-2ubuntu3
2022-11-30 02:05:37 status half-installed libkeyutils1:amd64 1.6.1-2ubuntu3
2022-11-30 02:05:37 status unpacked libkeyutils1:amd64 1.6.1-2ubuntu3
2022-11-30 02:05:37 startup packages configure
2022-11-30 02:05:37 configure libkeyutils1:amd64 1.6.1-2ubuntu3 <none>
2022-11-30 02:05:37 status unpacked libkeyutils1:amd64 1.6.1-2ubuntu3
2022-11-30 02:05:37 status half-configured libkeyutils1:amd64 1.6.1-2ubuntu3
2022-11-30 02:05:37 status installed libkeyutils1:amd64 1.6.1-2ubuntu3
2022-11-30 02:05:37 startup packages configure
2022-11-30 02:05:37 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:37 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:37 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:38 startup archives unpack
2022-11-30 02:05:38 upgrade libkrb5-3:amd64 1.19.2-2 1.19.2-2
2022-11-30 02:05:38 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:38 status half-configured libkrb5-3:amd64 1.19.2-2
2022-11-30 02:05:38 status unpacked libkrb5-3:amd64 1.19.2-2
2022-11-30 02:05:38 status half-installed libkrb5-3:amd64 1.19.2-2
2022-11-30 02:05:38 status unpacked libkrb5-3:amd64 1.19.2-2
2022-11-30 02:05:39 startup packages configure
2022-11-30 02:05:39 configure libkrb5-3:amd64 1.19.2-2 <none>
2022-11-30 02:05:39 status unpacked libkrb5-3:amd64 1.19.2-2
2022-11-30 02:05:39 status half-configured libkrb5-3:amd64 1.19.2-2
2022-11-30 02:05:39 status installed libkrb5-3:amd64 1.19.2-2
2022-11-30 02:05:39 startup packages configure
2022-11-30 02:05:39 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:39 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:39 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:40 startup archives unpack
2022-11-30 02:05:40 upgrade libkrb5support0:amd64 1.19.2-2 1.19.2-2
2022-11-30 02:05:40 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:40 status half-configured libkrb5support0:amd64 1.19.2-2
2022-11-30 02:05:40 status unpacked libkrb5support0:amd64 1.19.2-2
2022-11-30 02:05:40 status half-installed libkrb5support0:amd64 1.19.2-2
2022-11-30 02:05:40 status unpacked libkrb5support0:amd64 1.19.2-2
2022-11-30 02:05:40 startup packages configure
2022-11-30 02:05:40 configure libkrb5support0:amd64 1.19.2-2 <none>
2022-11-30 02:05:40 status unpacked libkrb5support0:amd64 1.19.2-2
2022-11-30 02:05:40 status half-configured libkrb5support0:amd64 1.19.2-2
2022-11-30 02:05:40 status installed libkrb5support0:amd64 1.19.2-2
2022-11-30 02:05:40 startup packages configure
